date,source_id,source_type,source_name,sessions,users,pageviews,bounce_rate,avg_session_duration,conversions,form_fills,page_engagement,events,Coversion rate,Form fill rate,event conversion rate,Page engagement rate
14/03/2024,5,Paid,Google Ads,253,242,340,42.64%,245.682639,4,4,6,18,1.58%,1.58%,7.11%,1.76%
14/03/2024,6,Paid,LinkedIn Ads,242,182,348,65.48%,170.611951,19,7,37,12,7.85%,2.89%,4.96%,10.63%
15/03/2024,1,Owned,Blog,291,219,564,51.94%,99.6637002,3,3,29,7,1.03%,1.03%,2.41%,5.14%
15/03/2024,2,Owned,Email,298,239,534,57.46%,239.58381,14,4,47,1,4.70%,1.34%,0.34%,8.80%
15/03/2024,3,Earned,Social Media,413,354,768,48.34%,171.645492,12,8,21,2,2.91%,1.94%,0.48%,2.73%
15/03/2024,4,Earned,Referrals,248,175,436,64.54%,275.253825,7,5,35,4,2.82%,2.02%,1.61%,8.03%
15/03/2024,5,Paid,Google Ads,419,330,733,38.80%,207.054425,4,2,31,8,0.95%,0.48%,1.91%,4.23%
15/03/2024,6,Paid,LinkedIn Ads,480,365,852,63.06%,215.145334,18,6,45,18,3.75%,1.25%,3.75%,5.28%
16/03/2024,1,Owned,Blog,201,199,324,32.78%,207.960231,7,9,1,13,3.48%,4.48%,6.47%,0.31%
16/03/2024,2,Owned,Email,139,115,237,32.50%,286.015059,8,4,48,4,5.76%,2.88%,2.88%,20.25%
16/03/2024,3,Earned,Social Media,185,162,358,30.49%,97.0895089,15,8,35,3,8.11%,4.32%,1.62%,9.78%
16/03/2024,4,Earned,Referrals,447,400,597,45.44%,246.978301,11,8,22,14,2.46%,1.79%,3.13%,3.69%
16/03/2024,5,Paid,Google Ads,105,86,134,36.32%,80.8340679,8,5,31,4,7.62%,4.76%,3.81%,23.13%
16/03/2024,6,Paid,LinkedIn Ads,469,440,600,39.11%,234.58553,14,3,22,19,2.99%,0.64%,4.05%,3.67%
17/03/2024,1,Owned,Blog,386,362,506,35.39%,250.808411,10,2,44,16,2.59%,0.52%,4.15%,8.70%
17/03/2024,2,Owned,Email,434,348,762,39.61%,138.078349,2,4,42,15,0.46%,0.92%,3.46%,5.51%
17/03/2024,3,Earned,Social Media,68,58,115,42.56%,258.72009,11,2,30,2,16.18%,2.94%,2.94%,26.09%
17/03/2024,4,Earned,Referrals,327,297,626,40.00%,290.084615,19,3,12,6,5.81%,0.92%,1.83%,1.92%
17/03/2024,5,Paid,Google Ads,285,208,529,56.63%,207.360156,14,6,19,10,4.91%,2.11%,3.51%,3.59%
17/03/2024,6,Paid,LinkedIn Ads,250,245,439,56.30%,283.690523,19,8,45,18,7.60%,3.20%,7.20%,10.25%
18/03/2024,1,Owned,Blog,393,349,511,54.42%,117.684459,4,4,39,2,1.02%,1.02%,0.51%,7.63%
18/03/2024,2,Owned,Email,339,293,562,52.92%,219.778238,2,4,14,3,0.59%,1.18%,0.88%,2.49%
18/03/2024,3,Earned,Social Media,385,353,604,46.42%,247.043825,17,1,22,5,4.42%,0.26%,1.30%,3.64%
18/03/2024,4,Earned,Referrals,253,205,337,39.68%,108.197826,11,4,30,12,4.35%,1.58%,4.74%,8.90%
18/03/2024,5,Paid,Google Ads,91,82,123,63.08%,100.916922,17,5,34,4,18.68%,5.49%,4.40%,27.64%
18/03/2024,6,Paid,LinkedIn Ads,401,293,499,59.14%,217.265099,11,1,4,9,2.74%,0.25%,2.24%,0.80%
19/03/2024,1,Owned,Blog,127,110,174,47.97%,268.181535,1,8,45,8,0.79%,6.30%,6.30%,25.86%
19/03/2024,2,Owned,Email,226,164,336,63.65%,293.531098,11,7,19,2,4.87%,3.10%,0.88%,5.65%
19/03/2024,3,Earned,Social Media,101,71,136,64.52%,106.69556,4,9,35,11,3.96%,8.91%,10.89%,25.74%
19/03/2024,4,Earned,Referrals,400,295,665,65.86%,208.887144,4,7,31,8,1.00%,1.75%,2.00%,4.66%
19/03/2024,5,Paid,Google Ads,463,449,664,42.35%,210.523976,13,1,3,13,2.81%,0.22%,2.81%,0.45%
19/03/2024,6,Paid,LinkedIn Ads,167,135,252,33.17%,272.686104,6,3,36,11,3.59%,1.80%,6.59%,14.29%
20/03/2024,1,Owned,Blog,325,308,558,60.80%,172.949568,7,2,39,6,2.15%,0.62%,1.85%,6.99%
20/03/2024,2,Owned,Email,392,324,592,55.06%,260.660192,1,5,9,19,0.26%,1.28%,4.85%,1.52%
20/03/2024,3,Earned,Social Media,351,332,490,33.59%,288.046192,17,6,24,2,4.84%,1.71%,0.57%,4.90%
20/03/2024,4,Earned,Referrals,372,276,657,46.87%,252.723635,6,7,35,13,1.61%,1.88%,3.49%,5.33%
20/03/2024,5,Paid,Google Ads,350,317,597,56.90%,205.20885,15,9,12,7,4.29%,2.57%,2.00%,2.01%
20/03/2024,6,Paid,LinkedIn Ads,401,371,599,49.01%,156.347894,7,1,30,14,1.75%,0.25%,3.49%,5.01%
21/03/2024,1,Owned,Blog,416,344,608,46.71%,212.616701,3,9,30,11,0.72%,2.16%,2.64%,4.93%
21/03/2024,2,Owned,Email,380,305,493,53.74%,103.115562,18,6,28,16,4.74%,1.58%,4.21%,5.68%
21/03/2024,3,Earned,Social Media,232,210,397,30.21%,250.389757,17,1,3,9,7.33%,0.43%,3.88%,0.76%
21/03/2024,4,Earned,Referrals,467,382,567,62.65%,104.872123,14,1,13,9,3.00%,0.21%,1.93%,2.29%
21/03/2024,5,Paid,Google Ads,298,212,542,31.40%,217.132316,1,8,5,19,0.34%,2.68%,6.38%,0.92%
21/03/2024,6,Paid,LinkedIn Ads,259,206,517,68.10%,114.868403,10,8,35,1,3.86%,3.09%,0.39%,6.77%
22/03/2024,1,Owned,Blog,190,169,277,37.87%,198.97621,2,4,35,8,1.05%,2.11%,4.21%,12.64%
22/03/2024,2,Owned,Email,207,196,283,50.48%,277.323915,5,6,44,16,2.42%,2.90%,7.73%,15.55%
22/03/2024,3,Earned,Social Media,187,181,274,54.41%,89.263917,6,1,27,13,3.21%,0.53%,6.95%,9.85%
22/03/2024,4,Earned,Referrals,332,314,416,30.57%,206.726607,15,6,3,17,4.52%,1.81%,5.12%,0.72%
22/03/2024,5,Paid,Google Ads,171,143,319,48.62%,75.739703,8,1,30,3,4.68%,0.58%,1.75%,9.40%
22/03/2024,6,Paid,LinkedIn Ads,394,277,659,63.35%,237.948956,1,2,5,14,0.25%,0.51%,3.55%,0.76%
23/03/2024,1,Owned,Blog,200,190,334,50.88%,109.949461,4,4,35,18,2.00%,2.00%,9.00%,10.48%
23/03/2024,2,Owned,Email,286,260,514,54.83%,97.3401416,11,4,23,13,3.85%,1.40%,4.55%,4.47%
23/03/2024,3,Earned,Social Media,203,153,311,56.14%,286.72537,9,5,22,7,4.43%,2.46%,3.45%,7.07%
23/03/2024,4,Earned,Referrals,126,106,166,53.29%,235.259299,18,5,9,10,14.29%,3.97%,7.94%,5.42%
23/03/2024,5,Paid,Google Ads,435,403,645,62.45%,212.472436,8,7,7,8,1.84%,1.61%,1.84%,1.09%
23/03/2024,6,Paid,LinkedIn Ads,292,248,473,38.53%,178.14268,10,2,37,1,3.42%,0.68%,0.34%,7.82%
24/03/2024,1,Owned,Blog,433,352,782,38.50%,257.178764,8,6,18,19,1.85%,1.39%,4.39%,2.30%
24/03/2024,2,Owned,Email,68,63,111,60.33%,97.860382,19,6,8,2,27.94%,8.82%,2.94%,7.21%
24/03/2024,3,Earned,Social Media,323,248,580,62.48%,119.531119,3,6,28,5,0.93%,1.86%,1.55%,4.83%
24/03/2024,4,Earned,Referrals,180,152,327,63.84%,267.31853,16,7,36,16,8.89%,3.89%,8.89%,11.01%
24/03/2024,5,Paid,Google Ads,249,202,362,32.24%,168.92896,5,8,36,19,2.01%,3.21%,7.63%,9.94%
24/03/2024,6,Paid,LinkedIn Ads,128,121,214,67.43%,79.6145158,12,9,22,16,9.38%,7.03%,12.50%,10.28%
25/03/2024,1,Owned,Blog,239,208,344,42.50%,273.028787,12,8,29,3,5.02%,3.35%,1.26%,8.43%
25/03/2024,2,Owned,Email,326,278,629,42.03%,61.5693786,16,6,25,11,4.91%,1.84%,3.37%,3.97%
25/03/2024,3,Earned,Social Media,63,46,109,48.55%,125.973597,3,7,25,18,4.76%,11.11%,28.57%,22.94%
25/03/2024,4,Earned,Referrals,127,89,239,49.69%,184.011746,5,4,25,8,3.94%,3.15%,6.30%,10.46%
25/03/2024,5,Paid,Google Ads,204,195,393,42.53%,139.608754,12,7,29,14,5.88%,3.43%,6.86%,7.38%
25/03/2024,6,Paid,LinkedIn Ads,308,245,612,64.29%,116.749371,6,8,1,4,1.95%,2.60%,1.30%,0.16%
26/03/2024,1,Owned,Blog,433,391,672,33.52%,205.969975,16,4,38,14,3.70%,0.92%,3.23%,5.65%
26/03/2024,2,Owned,Email,235,215,467,39.80%,258.267278,9,9,18,18,3.83%,3.83%,7.66%,3.85%
26/03/2024,3,Earned,Social Media,430,317,794,43.89%,98.969843,4,3,36,17,0.93%,0.70%,3.95%,4.53%
26/03/2024,4,Earned,Referrals,167,118,333,40.97%,288.539669,1,9,24,2,0.60%,5.39%,1.20%,7.21%
26/03/2024,5,Paid,Google Ads,301,210,553,65.53%,295.746484,6,6,35,2,1.99%,1.99%,0.66%,6.33%
26/03/2024,6,Paid,LinkedIn Ads,344,293,420,32.38%,150.32195,2,6,5,8,0.58%,1.74%,2.33%,1.19%
27/03/2024,1,Owned,Blog,490,459,773,50.03%,245.830614,13,5,6,4,2.65%,1.02%,0.82%,0.78%
27/03/2024,2,Owned,Email,272,262,435,30.62%,125.06362,12,3,44,12,4.41%,1.10%,4.41%,10.11%
27/03/2024,3,Earned,Social Media,339,303,474,64.95%,261.759168,2,2,26,8,0.59%,0.59%,2.36%,5.49%
27/03/2024,4,Earned,Referrals,242,189,332,40.09%,169.634057,10,3,27,13,4.13%,1.24%,5.37%,8.13%
27/03/2024,5,Paid,Google Ads,452,377,655,59.14%,205.849155,3,2,14,17,0.66%,0.44%,3.76%,2.14%
27/03/2024,6,Paid,LinkedIn Ads,337,261,451,34.63%,199.410435,2,4,31,12,0.59%,1.19%,3.56%,6.87%
28/03/2024,1,Owned,Blog,341,254,647,39.68%,288.949968,1,9,5,19,0.29%,2.64%,5.57%,0.77%
28/03/2024,2,Owned,Email,102,76,203,43.82%,201.585553,11,2,7,1,10.78%,1.96%,0.98%,3.45%
28/03/2024,3,Earned,Social Media,409,385,809,42.59%,96.2494191,9,4,35,18,2.20%,0.98%,4.40%,4.33%
28/03/2024,4,Earned,Referrals,51,42,63,65.72%,260.50092,14,1,36,14,27.45%,1.96%,27.45%,57.14%
28/03/2024,5,Paid,Google Ads,440,312,815,61.48%,106.693562,8,9,13,10,1.82%,2.05%,2.27%,1.60%
28/03/2024,6,Paid,LinkedIn Ads,403,357,803,56.02%,88.8520001,7,2,9,16,1.74%,0.50%,3.97%,1.12%
29/03/2024,1,Owned,Blog,499,439,689,46.67%,136.39062,3,1,23,11,0.60%,0.20%,2.20%,3.34%
29/03/2024,2,Owned,Email,442,371,748,67.23%,281.639229,13,1,4,12,2.94%,0.23%,2.71%,0.53%
29/03/2024,3,Earned,Social Media,146,128,250,40.72%,74.0654364,4,4,16,1,2.74%,2.74%,0.68%,6.40%
29/03/2024,4,Earned,Referrals,472,434,885,51.58%,177.21732,16,9,10,14,3.39%,1.91%,2.97%,1.13%
29/03/2024,5,Paid,Google Ads,418,304,546,68.96%,72.412239,4,2,10,2,0.96%,0.48%,0.48%,1.83%
29/03/2024,6,Paid,LinkedIn Ads,218,199,314,39.48%,264.629426,13,7,21,14,5.96%,3.21%,6.42%,6.69%
30/03/2024,1,Owned,Blog,467,351,855,65.25%,136.481365,9,4,14,8,1.93%,0.86%,1.71%,1.64%
30/03/2024,2,Owned,Email,432,376,661,50.90%,257.774882,8,7,10,8,1.85%,1.62%,1.85%,1.51%
30/03/2024,3,Earned,Social Media,432,332,551,57.15%,228.530811,17,2,9,2,3.94%,0.46%,0.46%,1.63%
30/03/2024,4,Earned,Referrals,286,285,519,41.41%,180.368593,6,7,43,17,2.10%,2.45%,5.94%,8.29%
30/03/2024,5,Paid,Google Ads,155,152,222,42.97%,65.3702836,6,9,22,6,3.87%,5.81%,3.87%,9.91%
30/03/2024,6,Paid,LinkedIn Ads,66,65,89,41.37%,283.73276,8,9,39,12,12.12%,13.64%,18.18%,43.82%
31/03/2024,1,Owned,Blog,226,186,345,36.26%,185.291579,5,2,36,7,2.21%,0.88%,3.10%,10.43%
31/03/2024,2,Owned,Email,91,73,141,48.20%,141.079899,16,2,26,16,17.58%,2.20%,17.58%,18.44%
31/03/2024,3,Earned,Social Media,392,333,606,43.03%,199.808537,5,5,46,13,1.28%,1.28%,3.32%,7.59%
31/03/2024,4,Earned,Referrals,467,426,571,54.03%,66.7150226,18,8,41,19,3.85%,1.71%,4.07%,7.18%
31/03/2024,5,Paid,Google Ads,439,434,708,40.23%,98.5983044,2,7,5,7,0.46%,1.59%,1.59%,0.71%
31/03/2024,6,Paid,LinkedIn Ads,195,161,353,67.41%,212.825923,18,9,6,9,9.23%,4.62%,4.62%,1.70%
01/04/2024,1,Owned,Blog,250,182,407,54.05%,233.833601,15,6,29,17,6.00%,2.40%,6.80%,7.13%
01/04/2024,2,Owned,Email,359,301,600,41.81%,277.878155,11,8,33,1,3.06%,2.23%,0.28%,5.50%
01/04/2024,3,Earned,Social Media,206,167,302,60.91%,196.743006,14,3,18,3,6.80%,1.46%,1.46%,5.96%
01/04/2024,4,Earned,Referrals,148,137,288,40.28%,186.875044,9,4,13,18,6.08%,2.70%,12.16%,4.51%
01/04/2024,5,Paid,Google Ads,156,148,243,56.68%,253.906422,5,2,40,14,3.21%,1.28%,8.97%,16.46%
01/04/2024,6,Paid,LinkedIn Ads,145,104,273,52.61%,114.14152,19,8,47,11,13.10%,5.52%,7.59%,17.22%
02/04/2024,1,Owned,Blog,447,390,605,40.51%,281.96909,11,7,32,12,2.46%,1.57%,2.68%,5.29%
02/04/2024,2,Owned,Email,199,168,298,35.77%,107.715071,19,2,46,19,9.55%,1.01%,9.55%,15.44%
02/04/2024,3,Earned,Social Media,89,73,168,44.53%,226.666413,1,7,6,7,1.12%,7.87%,7.87%,3.57%
02/04/2024,4,Earned,Referrals,392,290,636,35.29%,67.3208928,9,8,12,18,2.30%,2.04%,4.59%,1.89%
02/04/2024,5,Paid,Google Ads,488,353,780,38.88%,235.242619,7,7,21,5,1.43%,1.43%,1.02%,2.69%
02/04/2024,6,Paid,LinkedIn Ads,493,377,858,34.37%,108.539127,4,1,31,4,0.81%,0.20%,0.81%,3.61%
03/04/2024,1,Owned,Blog,60,54,80,55.51%,112.073286,13,5,3,11,21.67%,8.33%,18.33%,3.75%
03/04/2024,2,Owned,Email,229,178,412,56.05%,75.0567627,11,4,32,18,4.80%,1.75%,7.86%,7.77%
03/04/2024,3,Earned,Social Media,82,78,131,67.90%,188.957081,10,8,27,10,12.20%,9.76%,12.20%,20.61%
03/04/2024,4,Earned,Referrals,403,359,592,55.23%,141.439892,5,2,31,2,1.24%,0.50%,0.50%,5.24%
03/04/2024,5,Paid,Google Ads,236,217,290,65.45%,220.306223,12,6,17,19,5.08%,2.54%,8.05%,5.86%
03/04/2024,6,Paid,LinkedIn Ads,445,376,572,61.63%,148.852688,9,4,28,4,2.02%,0.90%,0.90%,4.90%
04/04/2024,1,Owned,Blog,200,143,338,31.54%,204.793333,13,5,43,19,6.50%,2.50%,9.50%,12.72%
04/04/2024,2,Owned,Email,118,98,230,30.82%,276.496403,13,1,31,1,11.02%,0.85%,0.85%,13.48%
04/04/2024,3,Earned,Social Media,391,274,499,35.35%,151.092404,19,4,22,14,4.86%,1.02%,3.58%,4.41%
04/04/2024,4,Earned,Referrals,349,289,558,47.91%,61.0739104,10,4,37,17,2.87%,1.15%,4.87%,6.63%
04/04/2024,5,Paid,Google Ads,275,234,532,31.18%,63.2979823,15,8,44,3,5.45%,2.91%,1.09%,8.27%
04/04/2024,6,Paid,LinkedIn Ads,204,170,265,36.24%,206.741457,17,3,34,16,8.33%,1.47%,7.84%,12.83%
05/04/2024,1,Owned,Blog,482,342,620,36.35%,94.3866988,6,9,18,4,1.24%,1.87%,0.83%,2.90%
05/04/2024,2,Owned,Email,321,280,621,33.74%,102.040502,8,1,20,3,2.49%,0.31%,0.93%,3.22%
05/04/2024,3,Earned,Social Media,421,359,513,59.17%,111.305109,16,8,31,9,3.80%,1.90%,2.14%,6.04%
05/04/2024,4,Earned,Referrals,191,172,247,31.24%,239.283417,15,3,34,13,7.85%,1.57%,6.81%,13.77%
05/04/2024,5,Paid,Google Ads,270,264,522,42.51%,66.5182521,18,5,13,7,6.67%,1.85%,2.59%,2.49%
05/04/2024,6,Paid,LinkedIn Ads,237,225,383,35.18%,152.584849,5,8,6,14,2.11%,3.38%,5.91%,1.57%
06/04/2024,1,Owned,Blog,496,379,783,56.70%,106.876205,11,8,10,18,2.22%,1.61%,3.63%,1.28%
06/04/2024,2,Owned,Email,69,52,112,65.77%,228.996363,17,3,2,16,24.64%,4.35%,23.19%,1.79%
06/04/2024,3,Earned,Social Media,210,149,353,47.42%,133.070245,16,6,11,14,7.62%,2.86%,6.67%,3.12%
06/04/2024,4,Earned,Referrals,397,284,698,50.61%,250.917188,16,9,33,14,4.03%,2.27%,3.53%,4.73%
06/04/2024,5,Paid,Google Ads,163,122,273,53.05%,126.361763,11,5,14,19,6.75%,3.07%,11.66%,5.13%
06/04/2024,6,Paid,LinkedIn Ads,170,119,230,63.89%,242.625673,16,8,46,11,9.41%,4.71%,6.47%,20.00%
07/04/2024,1,Owned,Blog,144,142,199,64.52%,119.173845,16,2,28,17,11.11%,1.39%,11.81%,14.07%
07/04/2024,2,Owned,Email,194,180,321,39.30%,87.8110675,8,6,1,15,4.12%,3.09%,7.73%,0.31%
07/04/2024,3,Earned,Social Media,344,265,601,45.98%,153.381916,11,7,15,16,3.20%,2.03%,4.65%,2.50%
07/04/2024,4,Earned,Referrals,387,356,675,46.90%,189.799983,13,8,16,4,3.36%,2.07%,1.03%,2.37%
07/04/2024,5,Paid,Google Ads,187,169,341,42.94%,158.231196,10,4,49,19,5.35%,2.14%,10.16%,14.37%
07/04/2024,6,Paid,LinkedIn Ads,413,336,758,38.29%,125.116002,15,5,19,16,3.63%,1.21%,3.87%,2.51%
08/04/2024,1,Owned,Blog,213,210,277,41.07%,115.212434,7,9,12,17,3.29%,4.23%,7.98%,4.33%
08/04/2024,2,Owned,Email,109,101,183,39.62%,94.4803258,19,5,11,11,17.43%,4.59%,10.09%,6.01%
08/04/2024,3,Earned,Social Media,76,63,131,60.84%,275.40209,8,8,21,18,10.53%,10.53%,23.68%,16.03%
08/04/2024,4,Earned,Referrals,124,121,196,46.42%,285.473102,6,9,45,17,4.84%,7.26%,13.71%,22.96%
08/04/2024,5,Paid,Google Ads,466,389,689,53.51%,157.122196,6,9,18,12,1.29%,1.93%,2.58%,2.61%
08/04/2024,6,Paid,LinkedIn Ads,143,104,255,56.31%,211.43248,16,5,17,14,11.19%,3.50%,9.79%,6.67%
09/04/2024,1,Owned,Blog,75,53,121,63.91%,270.820861,9,5,16,2,12.00%,6.67%,2.67%,13.22%
09/04/2024,2,Owned,Email,188,133,345,38.93%,287.592155,15,5,44,5,7.98%,2.66%,2.66%,12.75%
09/04/2024,3,Earned,Social Media,272,233,466,34.48%,126.069068,1,5,14,6,0.37%,1.84%,2.21%,3.00%
09/04/2024,4,Earned,Referrals,102,98,136,38.98%,70.5213085,10,8,28,4,9.80%,7.84%,3.92%,20.59%
09/04/2024,5,Paid,Google Ads,289,219,558,64.90%,89.3525059,9,4,42,17,3.11%,1.38%,5.88%,7.53%
09/04/2024,6,Paid,LinkedIn Ads,91,90,145,59.05%,124.952036,6,6,3,16,6.59%,6.59%,17.58%,2.07%
10/04/2024,1,Owned,Blog,466,427,909,52.86%,139.442102,11,8,13,14,2.36%,1.72%,3.00%,1.43%
10/04/2024,2,Owned,Email,392,376,714,41.46%,141.676126,11,9,26,6,2.81%,2.30%,1.53%,3.64%
10/04/2024,3,Earned,Social Media,333,332,436,44.24%,220.976016,12,5,6,3,3.60%,1.50%,0.90%,1.38%
10/04/2024,4,Earned,Referrals,436,338,843,42.34%,286.200141,6,2,9,9,1.38%,0.46%,2.06%,1.07%
10/04/2024,5,Paid,Google Ads,351,292,499,64.96%,221.557955,12,9,30,13,3.42%,2.56%,3.70%,6.01%
10/04/2024,6,Paid,LinkedIn Ads,270,238,376,67.69%,137.872127,6,6,12,5,2.22%,2.22%,1.85%,3.19%
11/04/2024,1,Owned,Blog,173,161,284,58.14%,266.179561,12,9,23,8,6.94%,5.20%,4.62%,8.10%
11/04/2024,2,Owned,Email,474,469,847,69.70%,169.044498,5,2,19,14,1.05%,0.42%,2.95%,2.24%
11/04/2024,3,Earned,Social Media,360,321,561,31.19%,136.042226,1,2,18,2,0.28%,0.56%,0.56%,3.21%
11/04/2024,4,Earned,Referrals,90,68,173,51.93%,132.784169,10,5,43,17,11.11%,5.56%,18.89%,24.86%
11/04/2024,5,Paid,Google Ads,357,301,652,53.64%,231.177588,9,2,48,1,2.52%,0.56%,0.28%,7.36%
11/04/2024,6,Paid,LinkedIn Ads,56,48,104,54.03%,213.197395,12,7,1,5,21.43%,12.50%,8.93%,0.96%
12/04/2024,1,Owned,Blog,74,52,111,54.29%,161.847381,4,5,3,13,5.41%,6.76%,17.57%,2.70%
12/04/2024,2,Owned,Email,369,274,483,53.79%,144.483964,4,5,12,9,1.08%,1.36%,2.44%,2.48%
12/04/2024,3,Earned,Social Media,76,55,109,51.54%,127.044738,16,2,30,17,21.05%,2.63%,22.37%,27.52%
12/04/2024,4,Earned,Referrals,401,380,681,34.38%,140.227546,6,2,6,15,1.50%,0.50%,3.74%,0.88%
12/04/2024,5,Paid,Google Ads,187,147,262,56.58%,195.157045,17,7,7,4,9.09%,3.74%,2.14%,2.67%
12/04/2024,6,Paid,LinkedIn Ads,285,249,379,42.48%,196.397584,9,4,8,4,3.16%,1.40%,1.40%,2.11%
13/04/2024,1,Owned,Blog,413,394,748,42.19%,269.415206,2,9,46,9,0.48%,2.18%,2.18%,6.15%
13/04/2024,2,Owned,Email,261,256,432,37.19%,169.285286,9,8,6,16,3.45%,3.07%,6.13%,1.39%
13/04/2024,3,Earned,Social Media,159,115,192,65.10%,78.746819,15,9,3,17,9.43%,5.66%,10.69%,1.56%
13/04/2024,4,Earned,Referrals,248,222,391,32.04%,158.007121,17,4,39,11,6.85%,1.61%,4.44%,9.97%
13/04/2024,5,Paid,Google Ads,108,106,181,37.45%,70.5031842,8,3,43,1,7.41%,2.78%,0.93%,23.76%
13/04/2024,6,Paid,LinkedIn Ads,147,109,239,49.75%,201.895667,18,1,38,14,12.24%,0.68%,9.52%,15.90%
14/04/2024,1,Owned,Blog,97,82,185,39.87%,282.643666,1,1,18,6,1.03%,1.03%,6.19%,9.73%
14/04/2024,2,Owned,Email,477,386,831,67.46%,249.411215,16,2,25,6,3.35%,0.42%,1.26%,3.01%
14/04/2024,3,Earned,Social Media,368,365,647,34.17%,250.319972,1,4,36,2,0.27%,1.09%,0.54%,5.56%
14/04/2024,4,Earned,Referrals,80,69,96,47.81%,206.540122,18,2,17,16,22.50%,2.50%,20.00%,17.71%
14/04/2024,5,Paid,Google Ads,331,273,632,53.29%,298.469882,13,4,26,5,3.93%,1.21%,1.51%,4.11%
14/04/2024,6,Paid,LinkedIn Ads,106,102,139,44.61%,212.705806,8,2,49,9,7.55%,1.89%,8.49%,35.25%
15/04/2024,1,Owned,Blog,403,291,728,62.70%,127.728346,10,1,36,6,2.48%,0.25%,1.49%,4.95%
15/04/2024,2,Owned,Email,467,398,639,49.75%,255.060581,13,4,44,14,2.78%,0.86%,3.00%,6.89%
15/04/2024,3,Earned,Social Media,310,239,563,37.36%,158.739977,4,2,42,19,1.29%,0.65%,6.13%,7.46%
15/04/2024,4,Earned,Referrals,493,484,922,30.90%,92.8158383,3,2,36,8,0.61%,0.41%,1.62%,3.90%
15/04/2024,5,Paid,Google Ads,198,169,298,36.50%,233.061436,19,1,10,2,9.60%,0.51%,1.01%,3.36%
15/04/2024,6,Paid,LinkedIn Ads,488,383,873,54.85%,256.463075,18,6,48,8,3.69%,1.23%,1.64%,5.50%
16/04/2024,1,Owned,Blog,150,110,298,30.06%,262.52989,11,2,32,9,7.33%,1.33%,6.00%,10.74%
16/04/2024,2,Owned,Email,306,282,452,36.76%,98.9811511,10,8,7,15,3.27%,2.61%,4.90%,1.55%
16/04/2024,3,Earned,Social Media,479,391,913,34.85%,67.0955376,4,9,23,3,0.84%,1.88%,0.63%,2.52%
16/04/2024,4,Earned,Referrals,73,71,140,41.06%,150.651823,14,9,16,15,19.18%,12.33%,20.55%,11.43%
16/04/2024,5,Paid,Google Ads,344,323,667,56.94%,115.416859,14,2,42,15,4.07%,0.58%,4.36%,6.30%
16/04/2024,6,Paid,LinkedIn Ads,90,89,136,63.03%,164.130866,6,8,13,15,6.67%,8.89%,16.67%,9.56%
17/04/2024,1,Owned,Blog,130,118,178,39.42%,107.373183,2,1,44,10,1.54%,0.77%,7.69%,24.72%
17/04/2024,2,Owned,Email,341,258,472,44.16%,248.317619,15,4,30,18,4.40%,1.17%,5.28%,6.36%
17/04/2024,3,Earned,Social Media,120,106,220,52.89%,66.8752121,15,5,6,11,12.50%,4.17%,9.17%,2.73%
17/04/2024,4,Earned,Referrals,117,95,188,65.52%,215.949806,14,8,6,11,11.97%,6.84%,9.40%,3.19%
17/04/2024,5,Paid,Google Ads,464,327,891,52.90%,91.5759314,18,5,47,17,3.88%,1.08%,3.66%,5.27%
17/04/2024,6,Paid,LinkedIn Ads,57,50,90,38.34%,196.451533,17,3,39,13,29.82%,5.26%,22.81%,43.33%
18/04/2024,1,Owned,Blog,482,402,766,66.30%,193.163978,10,7,9,18,2.07%,1.45%,3.73%,1.17%
18/04/2024,2,Owned,Email,379,273,693,60.35%,137.833231,3,6,8,19,0.79%,1.58%,5.01%,1.15%
18/04/2024,3,Earned,Social Media,260,225,487,53.30%,198.746499,4,2,6,6,1.54%,0.77%,2.31%,1.23%
18/04/2024,4,Earned,Referrals,140,112,208,60.49%,269.000942,2,1,44,12,1.43%,0.71%,8.57%,21.15%
18/04/2024,5,Paid,Google Ads,424,412,828,48.70%,287.611559,10,5,47,18,2.36%,1.18%,4.25%,5.68%
18/04/2024,6,Paid,LinkedIn Ads,493,407,733,62.75%,294.016644,8,7,32,14,1.62%,1.42%,2.84%,4.37%
19/04/2024,1,Owned,Blog,117,87,169,54.68%,139.823302,4,9,45,14,3.42%,7.69%,11.97%,26.63%
19/04/2024,2,Owned,Email,140,104,182,66.18%,99.7218371,16,7,34,12,11.43%,5.00%,8.57%,18.68%
19/04/2024,3,Earned,Social Media,195,168,234,45.73%,277.720715,6,4,48,3,3.08%,2.05%,1.54%,20.51%
19/04/2024,4,Earned,Referrals,262,249,520,60.37%,142.474754,17,4,37,16,6.49%,1.53%,6.11%,7.12%
19/04/2024,5,Paid,Google Ads,215,153,331,39.03%,228.875426,10,2,20,1,4.65%,0.93%,0.47%,6.04%
19/04/2024,6,Paid,LinkedIn Ads,468,465,833,46.47%,269.471348,1,2,8,8,0.21%,0.43%,1.71%,0.96%
20/04/2024,1,Owned,Blog,424,390,641,34.03%,288.424099,19,3,21,13,4.48%,0.71%,3.07%,3.28%
20/04/2024,2,Owned,Email,321,300,633,69.90%,179.606513,12,2,9,18,3.74%,0.62%,5.61%,1.42%
20/04/2024,3,Earned,Social Media,199,190,385,59.36%,215.156907,1,2,48,7,0.50%,1.01%,3.52%,12.47%
20/04/2024,4,Earned,Referrals,350,295,438,41.50%,253.78316,17,2,1,16,4.86%,0.57%,4.57%,0.23%
